index,time,pdu,measured_power_util
249,75300000000,pdu8,0.625
250,75600000000,pdu8,0.62
251,75900000000,pdu8,0.619
252,76200000000,pdu8,0.618
253,76500000000,pdu8,0.618
254,76800000000,pdu8,0.612
255,77100000000,pdu8,0.611
256,77400000000,pdu8,0.617
257,77700000000,pdu8,0.619
258,78000000000,pdu8,0.613
259,78300000000,pdu8,0.616
260,78600000000,pdu8,0.621
261,78900000000,pdu8,0.63
262,79200000000,pdu8,0.65
263,79500000000,pdu8,0.663
264,79800000000,pdu8,0.669
265,80100000000,pdu8,0.667
266,80400000000,pdu8,0.664
267,80700000000,pdu8,0.665
268,81000000000,pdu8,0.663
269,81300000000,pdu8,0.658
270,81600000000,pdu8,0.656
271,81900000000,pdu8,0.655
272,82200000000,pdu8,0.649
273,82500000000,pdu8,0.652
274,82800000000,pdu8,0.639
275,83100000000,pdu8,0.638
276,83400000000,pdu8,0.655
277,83700000000,pdu8,0.666
278,84000000000,pdu8,0.644
279,84300000000,pdu8,0.633
280,84600000000,pdu8,0.654
281,84900000000,pdu8,0.659
282,85200000000,pdu8,0.655
283,85500000000,pdu8,0.658
284,85800000000,pdu8,0.663
285,86100000000,pdu8,0.664
286,86400000000,pdu8,0.668
287,86700000000,pdu8,0.669
288,87000000000,pdu8,0.67
289,87300000000,pdu8,0.674
290,87600000000,pdu8,0.675
291,87900000000,pdu8,0.67
292,88200000000,pdu8,0.666
293,88500000000,pdu8,0.669
294,88800000000,pdu8,0.668
295,89100000000,pdu8,0.667
296,89400000000,pdu8,0.662
297,89700000000,pdu8,0.662
298,90000000000,pdu8,0.666
299,90300000000,pdu8,0.667
300,90600000000,pdu8,0.67
301,90900000000,pdu8,0.68
302,91200000000,pdu8,0.68
303,91500000000,pdu8,0.675
304,91800000000,pdu8,0.669
305,92100000000,pdu8,0.671
306,92400000000,pdu8,0.674
307,92700000000,pdu8,0.676
308,93000000000,pdu8,0.676
309,93300000000,pdu8,0.681
310,93600000000,pdu8,0.678
311,93900000000,pdu8,0.682
312,94200000000,pdu8,0.692
313,94500000000,pdu8,0.7
314,94800000000,pdu8,0.699
315,95100000000,pdu8,0.697
316,95400000000,pdu8,0.696
317,95700000000,pdu8,0.692
318,96000000000,pdu8,0.688
319,96300000000,pdu8,0.684
320,96600000000,pdu8,0.678
321,96900000000,pdu8,0.678
322,97200000000,pdu8,0.684
323,97500000000,pdu8,0.693
324,97800000000,pdu8,0.689
325,98100000000,pdu8,0.681
326,98400000000,pdu8,0.685
327,98700000000,pdu8,0.692
328,99000000000,pdu8,0.696
329,99300000000,pdu8,0.69
330,99600000000,pdu8,0.687
331,99900000000,pdu8,0.684
332,100200000000,pdu8,0.68
333,100500000000,pdu8,0.683
334,100800000000,pdu8,0.683
335,101100000000,pdu8,0.684
336,101400000000,pdu8,0.688
337,101700000000,pdu8,0.693
338,102000000000,pdu8,0.697
339,102300000000,pdu8,0.697
340,102600000000,pdu8,0.697
341,102900000000,pdu8,0.696
342,103200000000,pdu8,0.698
343,103500000000,pdu8,0.702
344,103800000000,pdu8,0.705
345,104100000000,pdu8,0.704
346,104400000000,pdu8,0.703
347,104700000000,pdu8,0.705
348,105000000000,pdu8,0.706
349,105300000000,pdu8,0.705
350,105600000000,pdu8,0.704
351,105900000000,pdu8,0.705
352,106200000000,pdu8,0.705
353,106500000000,pdu8,0.707
354,106800000000,pdu8,0.712
355,107100000000,pdu8,0.711
356,107400000000,pdu8,0.709
357,107700000000,pdu8,0.706
358,108000000000,pdu8,0.707
359,108300000000,pdu8,0.708
360,108600000000,pdu8,0.708
361,108900000000,pdu8,0.706
362,109200000000,pdu8,0.704
363,109500000000,pdu8,0.708
364,109800000000,pdu8,0.71
365,110100000000,pdu8,0.709
366,110400000000,pdu8,0.706
367,110700000000,pdu8,0.707
368,111000000000,pdu8,0.71
369,111300000000,pdu8,0.712
370,111600000000,pdu8,0.714
371,111900000000,pdu8,0.717
372,112200000000,pdu8,0.717
373,112500000000,pdu8,0.713
374,112800000000,pdu8,0.704
375,113100000000,pdu8,0.698
376,113400000000,pdu8,0.693
377,113700000000,pdu8,0.695
378,114000000000,pdu8,0.705
379,114300000000,pdu8,0.714
380,114600000000,pdu8,0.72
381,114900000000,pdu8,0.712
382,115200000000,pdu8,0.705
383,115500000000,pdu8,0.702
384,115800000000,pdu8,0.705
385,116100000000,pdu8,0.705
386,116400000000,pdu8,0.701
387,116700000000,pdu8,0.698
388,117000000000,pdu8,0.7
389,117300000000,pdu8,0.701
390,117600000000,pdu8,0.701
391,117900000000,pdu8,0.7
392,118200000000,pdu8,0.702
393,118500000000,pdu8,0.7
394,118800000000,pdu8,0.703
395,119100000000,pdu8,0.705
396,119400000000,pdu8,0.703
397,119700000000,pdu8,0.701
398,120000000000,pdu8,0.702
399,120300000000,pdu8,0.705
400,120600000000,pdu8,0.71
401,120900000000,pdu8,0.71
402,121200000000,pdu8,0.71
403,121500000000,pdu8,0.705
404,121800000000,pdu8,0.705
405,122100000000,pdu8,0.704
406,122400000000,pdu8,0.705
407,122700000000,pdu8,0.705
408,123000000000,pdu8,0.703
409,123300000000,pdu8,0.702
410,123600000000,pdu8,0.7
411,123900000000,pdu8,0.699
412,124200000000,pdu8,0.693
413,124500000000,pdu8,0.69
414,124800000000,pdu8,0.69
415,125100000000,pdu8,0.697
416,125400000000,pdu8,0.689
417,125700000000,pdu8,0.685
418,126000000000,pdu8,0.696
419,126300000000,pdu8,0.71
420,126600000000,pdu8,0.716
421,126900000000,pdu8,0.717
422,127200000000,pdu8,0.715
423,127500000000,pdu8,0.707
424,127800000000,pdu8,0.708
425,128100000000,pdu8,0.706
426,128400000000,pdu8,0.705
427,128700000000,pdu8,0.702
428,129000000000,pdu8,0.702
429,129300000000,pdu8,0.701
430,129600000000,pdu8,0.698
431,129900000000,pdu8,0.692
432,130200000000,pdu8,0.691
433,130500000000,pdu8,0.693
434,130800000000,pdu8,0.696
435,131100000000,pdu8,0.697
436,131400000000,pdu8,0.695
437,131700000000,pdu8,0.693
438,132000000000,pdu8,0.694
439,132300000000,pdu8,0.693
440,132600000000,pdu8,0.692
441,132900000000,pdu8,0.689
442,133200000000,pdu8,0.686
443,133500000000,pdu8,0.688
444,133800000000,pdu8,0.69
445,134100000000,pdu8,0.69
446,134400000000,pdu8,0.686
447,134700000000,pdu8,0.686
448,135000000000,pdu8,0.688
449,135300000000,pdu8,0.688
450,135600000000,pdu8,0.689
451,135900000000,pdu8,0.684
452,136200000000,pdu8,0.686
453,136500000000,pdu8,0.693
454,136800000000,pdu8,0.695
455,137100000000,pdu8,0.695
456,137400000000,pdu8,0.694
457,137700000000,pdu8,0.691
458,138000000000,pdu8,0.692
459,138300000000,pdu8,0.694
460,138600000000,pdu8,0.693
461,138900000000,pdu8,0.688
462,139200000000,pdu8,0.69
463,139500000000,pdu8,0.697
464,139800000000,pdu8,0.696
465,140100000000,pdu8,0.694
466,140400000000,pdu8,0.693
467,140700000000,pdu8,0.692
468,141000000000,pdu8,0.688
469,141300000000,pdu8,0.688
470,141600000000,pdu8,0.693
471,141900000000,pdu8,0.696
472,142200000000,pdu8,0.697
473,142500000000,pdu8,0.698
474,142800000000,pdu8,0.693
475,143100000000,pdu8,0.693
476,143400000000,pdu8,0.692
477,143700000000,pdu8,0.688
478,144000000000,pdu8,0.693
479,144300000000,pdu8,0.696
480,144600000000,pdu8,0.699
481,144900000000,pdu8,0.698
482,145200000000,pdu8,0.689
483,145500000000,pdu8,0.686
484,145800000000,pdu8,0.687
485,146100000000,pdu8,0.69
486,146400000000,pdu8,0.692
487,146700000000,pdu8,0.691
488,147000000000,pdu8,0.691
489,147300000000,pdu8,0.691
490,147600000000,pdu8,0.689
491,147900000000,pdu8,0.691
492,148200000000,pdu8,0.697
493,148500000000,pdu8,0.702
494,148800000000,pdu8,0.708
495,149100000000,pdu8,0.707
496,149400000000,pdu8,0.705
497,149700000000,pdu8,0.71
498,150000000000,pdu8,0.713
499,150300000000,pdu8,0.715
500,150600000000,pdu8,0.717
501,150900000000,pdu8,0.713
502,151200000000,pdu8,0.715
503,151500000000,pdu8,0.714
504,151800000000,pdu8,0.709
505,152100000000,pdu8,0.709
506,152400000000,pdu8,0.71
507,152700000000,pdu8,0.714
508,153000000000,pdu8,0.715
509,153300000000,pdu8,0.715
510,153600000000,pdu8,0.714
511,153900000000,pdu8,0.713
512,154200000000,pdu8,0.71
513,154500000000,pdu8,0.712
514,154800000000,pdu8,0.713
515,155100000000,pdu8,0.715
516,155400000000,pdu8,0.716
517,155700000000,pdu8,0.717
518,156000000000,pdu8,0.716
519,156300000000,pdu8,0.711
520,156600000000,pdu8,0.708
521,156900000000,pdu8,0.707
522,157200000000,pdu8,0.707
523,157500000000,pdu8,0.707
524,157800000000,pdu8,0.704
525,158100000000,pdu8,0.703
526,158400000000,pdu8,0.701
527,158700000000,pdu8,0.701
528,159000000000,pdu8,0.706
529,159300000000,pdu8,0.708
530,159600000000,pdu8,0.701
531,159900000000,pdu8,0.699
532,160200000000,pdu8,0.702
533,160500000000,pdu8,0.702
534,160800000000,pdu8,0.7
535,161100000000,pdu8,0.699
536,161400000000,pdu8,0.699
537,161700000000,pdu8,0.696
538,162000000000,pdu8,0.704
539,162300000000,pdu8,0.702
540,162600000000,pdu8,0.697
541,162900000000,pdu8,0.695
542,163200000000,pdu8,0.692
543,163500000000,pdu8,0.692
544,163800000000,pdu8,0.696
545,164100000000,pdu8,0.696
546,164400000000,pdu8,0.693
547,164700000000,pdu8,0.687
548,165000000000,pdu8,0.676
549,165300000000,pdu8,0.667
550,165600000000,pdu8,0.66
551,165900000000,pdu8,0.661
552,166200000000,pdu8,0.665
553,166500000000,pdu8,0.67
554,166800000000,pdu8,0.682
555,167100000000,pdu8,0.691
556,167400000000,pdu8,0.698
557,167700000000,pdu8,0.695
558,168000000000,pdu8,0.688
559,168300000000,pdu8,0.676
560,168600000000,pdu8,0.674
561,168900000000,pdu8,0.674
562,169200000000,pdu8,0.679
563,169500000000,pdu8,0.681
564,169800000000,pdu8,0.682
565,170100000000,pdu8,0.684
566,170400000000,pdu8,0.683
567,170700000000,pdu8,0.686
568,171000000000,pdu8,0.688
569,171300000000,pdu8,0.688
570,171600000000,pdu8,0.685
571,171900000000,pdu8,0.683
572,172200000000,pdu8,0.675
573,172500000000,pdu8,0.666
574,172800000000,pdu8,0.656
575,173100000000,pdu8,0.655
576,173400000000,pdu8,0.654
577,173700000000,pdu8,0.662
578,174000000000,pdu8,0.673
579,174300000000,pdu8,0.677
580,174600000000,pdu8,0.681
581,174900000000,pdu8,0.677
582,175200000000,pdu8,0.681
583,175500000000,pdu8,0.685
584,175800000000,pdu8,0.691
585,176100000000,pdu8,0.698
586,176400000000,pdu8,0.705
587,176700000000,pdu8,0.705
588,177000000000,pdu8,0.705
589,177300000000,pdu8,0.702
590,177600000000,pdu8,0.702
591,177900000000,pdu8,0.7
592,178200000000,pdu8,0.7
593,178500000000,pdu8,0.7
594,178800000000,pdu8,0.702
595,179100000000,pdu8,0.703
596,179400000000,pdu8,0.707
597,179700000000,pdu8,0.706
598,180000000000,pdu8,0.704
599,180300000000,pdu8,0.702
600,180600000000,pdu8,0.701
601,180900000000,pdu8,0.706
602,181200000000,pdu8,0.706
603,181500000000,pdu8,0.7
604,181800000000,pdu8,0.696
605,182100000000,pdu8,0.697
606,182400000000,pdu8,0.697
607,182700000000,pdu8,0.698
608,183000000000,pdu8,0.7
609,183300000000,pdu8,0.702
610,183600000000,pdu8,0.702
611,183900000000,pdu8,0.707
612,184200000000,pdu8,0.702
613,184500000000,pdu8,0.7
614,184800000000,pdu8,0.702
615,185100000000,pdu8,0.7
616,185400000000,pdu8,0.701
617,185700000000,pdu8,0.703
618,186000000000,pdu8,0.701
619,186300000000,pdu8,0.702
620,186600000000,pdu8,0.703
621,186900000000,pdu8,0.704
622,187200000000,pdu8,0.704
623,187500000000,pdu8,0.705
624,187800000000,pdu8,0.705
625,188100000000,pdu8,0.703
626,188400000000,pdu8,0.701
627,188700000000,pdu8,0.7
628,189000000000,pdu8,0.702
629,189300000000,pdu8,0.699
630,189600000000,pdu8,0.698
631,189900000000,pdu8,0.698
632,190200000000,pdu8,0.695
633,190500000000,pdu8,0.695
634,190800000000,pdu8,0.693
635,191100000000,pdu8,0.696
636,191400000000,pdu8,0.697
637,191700000000,pdu8,0.698
638,192000000000,pdu8,0.702
639,192300000000,pdu8,0.703
640,192600000000,pdu8,0.703
641,192900000000,pdu8,0.701
642,193200000000,pdu8,0.7
643,193500000000,pdu8,0.699
644,193800000000,pdu8,0.699
645,194100000000,pdu8,0.7
646,194400000000,pdu8,0.703
647,194700000000,pdu8,0.704
648,195000000000,pdu8,0.71
649,195300000000,pdu8,0.71
650,195600000000,pdu8,0.708
651,195900000000,pdu8,0.707
652,196200000000,pdu8,0.706
653,196500000000,pdu8,0.707
654,196800000000,pdu8,0.708
655,197100000000,pdu8,0.71
656,197400000000,pdu8,0.71
657,197700000000,pdu8,0.714
658,198000000000,pdu8,0.718
659,198300000000,pdu8,0.723
660,198600000000,pdu8,0.721
661,198900000000,pdu8,0.718
662,199200000000,pdu8,0.716
663,199500000000,pdu8,0.715
664,199800000000,pdu8,0.715
665,200100000000,pdu8,0.708
666,200400000000,pdu8,0.701
667,200700000000,pdu8,0.709
668,201000000000,pdu8,0.718
669,201300000000,pdu8,0.721
670,201600000000,pdu8,0.724
671,201900000000,pdu8,0.72
672,202200000000,pdu8,0.717
673,202500000000,pdu8,0.715
674,202800000000,pdu8,0.714
675,203100000000,pdu8,0.714
676,203400000000,pdu8,0.71
677,203700000000,pdu8,0.709
678,204000000000,pdu8,0.712
679,204300000000,pdu8,0.715
680,204600000000,pdu8,0.716
681,204900000000,pdu8,0.712
682,205200000000,pdu8,0.708
683,205500000000,pdu8,0.707
684,205800000000,pdu8,0.709
685,206100000000,pdu8,0.707
686,206400000000,pdu8,0.7
687,206700000000,pdu8,0.702
688,207000000000,pdu8,0.7
689,207300000000,pdu8,0.686
690,207600000000,pdu8,0.68
691,207900000000,pdu8,0.678
692,208200000000,pdu8,0.676
693,208500000000,pdu8,0.681
694,208800000000,pdu8,0.684
695,209100000000,pdu8,0.683
696,209400000000,pdu8,0.678
697,209700000000,pdu8,0.678
698,210000000000,pdu8,0.683
699,210300000000,pdu8,0.684
700,210600000000,pdu8,0.685
701,210900000000,pdu8,0.686
702,211200000000,pdu8,0.681
703,211500000000,pdu8,0.689
704,211800000000,pdu8,0.691
705,212100000000,pdu8,0.694
706,212400000000,pdu8,0.696
707,212700000000,pdu8,0.692
708,213000000000,pdu8,0.692
709,213300000000,pdu8,0.691
710,213600000000,pdu8,0.693
711,213900000000,pdu8,0.699
712,214200000000,pdu8,0.697
713,214500000000,pdu8,0.693
714,214800000000,pdu8,0.693
715,215100000000,pdu8,0.696
716,215400000000,pdu8,0.701
717,215700000000,pdu8,0.698
718,216000000000,pdu8,0.698
719,216300000000,pdu8,0.701
720,216600000000,pdu8,0.703
721,216900000000,pdu8,0.697
722,217200000000,pdu8,0.699
723,217500000000,pdu8,0.703
724,217800000000,pdu8,0.702
725,218100000000,pdu8,0.695
726,218400000000,pdu8,0.698
727,218700000000,pdu8,0.712
728,219000000000,pdu8,0.72
729,219300000000,pdu8,0.724
730,219600000000,pdu8,0.723
731,219900000000,pdu8,0.722
732,220200000000,pdu8,0.725
733,220500000000,pdu8,0.727
734,220800000000,pdu8,0.725
735,221100000000,pdu8,0.721
736,221400000000,pdu8,0.718
737,221700000000,pdu8,0.716
738,222000000000,pdu8,0.717
739,222300000000,pdu8,0.72
740,222600000000,pdu8,0.723
741,222900000000,pdu8,0.723
742,223200000000,pdu8,0.723
743,223500000000,pdu8,0.722
744,223800000000,pdu8,0.722
745,224100000000,pdu8,0.72
746,224400000000,pdu8,0.718
747,224700000000,pdu8,0.717
748,225000000000,pdu8,0.717
749,225300000000,pdu8,0.716
750,225600000000,pdu8,0.715
751,225900000000,pdu8,0.716
752,226200000000,pdu8,0.716
753,226500000000,pdu8,0.715
754,226800000000,pdu8,0.713
755,227100000000,pdu8,0.711
756,227400000000,pdu8,0.713
757,227700000000,pdu8,0.718
758,228000000000,pdu8,0.719
759,228300000000,pdu8,0.717
760,228600000000,pdu8,0.716
761,228900000000,pdu8,0.717
762,229200000000,pdu8,0.713
763,229500000000,pdu8,0.715
764,229800000000,pdu8,0.716
765,230100000000,pdu8,0.714
766,230400000000,pdu8,0.714
767,230700000000,pdu8,0.712
768,231000000000,pdu8,0.711
769,231300000000,pdu8,0.716
770,231600000000,pdu8,0.724
771,231900000000,pdu8,0.725
772,232200000000,pdu8,0.723
773,232500000000,pdu8,0.722
774,232800000000,pdu8,0.722
775,233100000000,pdu8,0.718
776,233400000000,pdu8,0.716
777,233700000000,pdu8,0.714
778,234000000000,pdu8,0.718
779,234300000000,pdu8,0.719
780,234600000000,pdu8,0.716
781,234900000000,pdu8,0.715
782,235200000000,pdu8,0.718
783,235500000000,pdu8,0.719
784,235800000000,pdu8,0.719
785,236100000000,pdu8,0.719
786,236400000000,pdu8,0.72
787,236700000000,pdu8,0.72
788,237000000000,pdu8,0.719
789,237300000000,pdu8,0.719
790,237600000000,pdu8,0.721
791,237900000000,pdu8,0.719
792,238200000000,pdu8,0.721
793,238500000000,pdu8,0.724
794,238800000000,pdu8,0.721
795,239100000000,pdu8,0.722
796,239400000000,pdu8,0.723
797,239700000000,pdu8,0.722
798,240000000000,pdu8,0.724
799,240300000000,pdu8,0.724
800,240600000000,pdu8,0.722
801,240900000000,pdu8,0.717
802,241200000000,pdu8,0.713
803,241500000000,pdu8,0.709
804,241800000000,pdu8,0.71
805,242100000000,pdu8,0.713
806,242400000000,pdu8,0.71
807,242700000000,pdu8,0.708
808,243000000000,pdu8,0.707
809,243300000000,pdu8,0.705
810,243600000000,pdu8,0.703
811,243900000000,pdu8,0.705
812,244200000000,pdu8,0.707
813,244500000000,pdu8,0.707
814,244800000000,pdu8,0.707
815,245100000000,pdu8,0.708
816,245400000000,pdu8,0.706
817,245700000000,pdu8,0.706
818,246000000000,pdu8,0.708
819,246300000000,pdu8,0.71
820,246600000000,pdu8,0.708
821,246900000000,pdu8,0.706
822,247200000000,pdu8,0.704
823,247500000000,pdu8,0.706
824,247800000000,pdu8,0.707
825,248100000000,pdu8,0.706
826,248400000000,pdu8,0.709
827,248700000000,pdu8,0.711
828,249000000000,pdu8,0.71
829,249300000000,pdu8,0.703
830,249600000000,pdu8,0.692
831,249900000000,pdu8,0.677
832,250200000000,pdu8,0.664
833,250500000000,pdu8,0.661
834,250800000000,pdu8,0.662
835,251100000000,pdu8,0.653
836,251400000000,pdu8,0.648
837,251700000000,pdu8,0.649
838,252000000000,pdu8,0.652
839,252300000000,pdu8,0.648
840,252600000000,pdu8,0.649
841,252900000000,pdu8,0.659
842,253200000000,pdu8,0.658
843,253500000000,pdu8,0.656
844,253800000000,pdu8,0.661
845,254100000000,pdu8,0.66
846,254400000000,pdu8,0.665
847,254700000000,pdu8,0.677
848,255000000000,pdu8,0.685
849,255300000000,pdu8,0.692
850,255600000000,pdu8,0.694
851,255900000000,pdu8,0.701
852,256200000000,pdu8,0.702
853,256500000000,pdu8,0.705
854,256800000000,pdu8,0.709
855,257100000000,pdu8,0.71
856,257400000000,pdu8,0.707
857,257700000000,pdu8,0.702
858,258000000000,pdu8,0.7
859,258300000000,pdu8,0.698
860,258600000000,pdu8,0.699
861,258900000000,pdu8,0.7
862,259200000000,pdu8,0.699
863,259500000000,pdu8,0.695
864,259800000000,pdu8,0.694
865,260100000000,pdu8,0.69
866,260400000000,pdu8,0.695
867,260700000000,pdu8,0.702
868,261000000000,pdu8,0.71
869,261300000000,pdu8,0.705
870,261600000000,pdu8,0.696
871,261900000000,pdu8,0.688
872,262200000000,pdu8,0.685
