datetime,actual,spci_actual,predicted,spci_predicted,lower bound,upper bound
2022-07-02T00:00:00.000000000,165.97,165.97,165.80355,165.80355,115.58822,196.30788
2022-07-02T01:00:00.000000000,190.16,190.16,195.40644,195.40644,145.19111,225.91077
2022-07-02T02:00:00.000000000,238.66,238.66,236.33041,236.33041,186.11508,266.83474
2022-07-02T03:00:00.000000000,293.57,293.57,275.79975,275.79975,225.58442,306.30408
2022-07-02T04:00:00.000000000,309.64,309.64,296.13494,296.13497,245.91964,326.6393
2022-07-02T05:00:00.000000000,311.24,311.24,290.39037,290.39037,240.17504,320.89471
2022-07-02T06:00:00.000000000,292.84,292.84,272.40152,272.40154,222.18621,302.90587
2022-07-02T07:00:00.000000000,276.3,276.3,252.69857,252.69858,202.48325,283.20291
2022-07-02T08:00:00.000000000,243.87,243.87,239.26592,239.26593,189.0506,269.77026
2022-07-02T09:00:00.000000000,231.33,231.33,226.92937,226.92938,176.71405,257.43371
2022-07-02T10:00:00.000000000,229.3,229.3,214.41537,214.41537,164.20005,244.91971
2022-07-02T11:00:00.000000000,219.68,219.68,207.22942,207.22942,157.01409,237.73375
2022-07-02T12:00:00.000000000,222.87,222.87,210.43188,210.43189,160.21656,240.93622
2022-07-02T13:00:00.000000000,215.12,215.12,209.16164,209.16163,158.9463,239.66596
2022-07-02T14:00:00.000000000,192.64,192.64,187.86923,187.86922,137.65389,218.37355
2022-07-02T15:00:00.000000000,145.82,145.82,149.51397,149.51397,99.29864,180.0183
2022-07-02T16:00:00.000000000,136.91,136.91,122.55378,122.55377,72.33844,153.0581
2022-07-02T17:00:00.000000000,132.95,132.95,117.87837,117.87837,67.66304,148.3827
2022-07-02T18:00:00.000000000,131.27,131.27,123.96966,123.96966,73.75433,154.47399
2022-07-02T19:00:00.000000000,124.87,124.87,126.98005,126.98004,76.76471,157.48437
2022-07-02T20:00:00.000000000,118.93,118.93,130.97461,130.9746,80.75927,161.47893
2022-07-02T21:00:00.000000000,116.64,116.64,137.258,137.25799,87.04266,167.76232
2022-07-02T22:00:00.000000000,120.5,120.5,143.4505,143.45049,93.23516,173.95482
2022-07-02T23:00:00.000000000,125.1,125.1,151.7978,151.79779,101.58246,182.30212
2022-07-03T00:00:00.000000000,138.14,138.14,142.08532,142.08532,75.60562,169.45749
2022-07-03T01:00:00.000000000,150.08,150.08,168.95929,168.95929,102.4796,196.33147
2022-07-03T02:00:00.000000000,181.59,181.59,208.60588,208.60591,142.12621,235.97808
2022-07-03T03:00:00.000000000,261.62,261.62,247.64976,247.64976,181.17007,275.02194
2022-07-03T04:00:00.000000000,289.58,289.58,267.77517,267.77517,201.29548,295.14735
2022-07-03T05:00:00.000000000,274.75,274.75,263.13873,263.13872,196.65902,290.5109
2022-07-03T06:00:00.000000000,251.27,251.27,247.65687,247.65687,181.17717,275.02905
2022-07-03T07:00:00.000000000,236.58,236.58,230.30003,230.30002,163.82032,257.6722
2022-07-03T08:00:00.000000000,209.17,209.17,216.78837,216.78836,150.30866,244.16054
2022-07-03T09:00:00.000000000,190.92,190.92,204.46418,204.46418,137.98449,231.83636
2022-07-03T10:00:00.000000000,195.58,195.58,192.92175,192.92175,126.44206,220.29393
2022-07-03T11:00:00.000000000,177.63,177.63,186.79096,186.79096,120.31126,214.16314
2022-07-03T12:00:00.000000000,168.24,168.24,189.44745,189.44745,122.96775,216.81963
2022-07-03T13:00:00.000000000,177.3,177.3,188.09168,188.09168,121.61198,215.46386
2022-07-03T14:00:00.000000000,164.0,164.0,170.54309,170.54309,104.0634,197.91527
2022-07-03T15:00:00.000000000,140.54,140.54,139.83688,139.83688,73.35718,167.20906
2022-07-03T16:00:00.000000000,145.9,145.9,119.56275,119.56275,53.08305,146.93493
2022-07-03T17:00:00.000000000,142.41,142.41,116.07311,116.07311,49.59342,143.44529
2022-07-03T18:00:00.000000000,135.51,135.51,118.66785,118.66785,52.18815,146.04002
