datetime,measured_power_util,carbon_intensity_actual,avg_carbon_intensity_forecast,error,shifted_power_util,emissions
2019-05-20 17:00:00,0.7295833333333333,139.59,138.20049,0.010054306,0.7408333333333333,103.412925
2019-05-20 18:00:00,0.6897500000000001,144.19,140.12709,0.028994465,0.7475833333333334,107.79404083333334
2019-05-20 19:00:00,0.68425,148.53,144.01321,0.03136372,0.74025,109.9493325
2019-05-20 20:00:00,0.6967499999999999,153.18,145.66753,0.051572715,0.7345,112.51071000000002
2019-05-20 21:00:00,0.7141666666666667,164.38,149.44897,0.099907212,0.7395,121.55901
2019-05-20 22:00:00,0.71875,171.94,155.65766,0.104603525,0.74575,128.224255
2019-05-20 23:00:00,0.6999999999999998,181.32,163.1967,0.111051878,0.7488333333333334,135.77846
2019-05-21 00:00:00,0.7034166666666666,179.41,178.57499,0.004675963,0.73825,132.4494325
2019-05-21 01:00:00,0.694,186.46,206.94371,0.098982037,0.74375,138.67962500000002
2019-05-21 02:00:00,0.6976666666666667,217.99,238.71245,0.086809255,0.7328333333333333,159.75033833333333
2019-05-21 03:00:00,0.6871666666666667,257.04,257.01893,8.2e-05,0.7409166666666667,190.44522
2019-05-21 04:00:00,0.6881666666666666,262.58,258.57197,0.015500636,0.7295833333333333,191.57399166666664
2019-05-21 05:00:00,0.7269166666666665,260.57,253.18561,0.029165915,0.6897500000000001,179.7281575
2019-05-21 06:00:00,0.7230833333333333,242.9,245.78255,0.01172805,0.68425,166.204325
2019-05-21 07:00:00,0.719,228.04,238.05369,0.042064838,0.6967499999999999,158.88686999999996
2019-05-21 08:00:00,0.7001666666666666,216.45,232.18992,0.067788989,0.7141666666666667,154.581375
2019-05-21 09:00:00,0.7003333333333334,210.6,226.53762,0.070353083,0.71875,151.36875
2019-05-21 10:00:00,0.73875,210.22,221.37719,0.050399005,0.6999999999999998,147.15399999999997
2019-05-21 11:00:00,0.74525,210.14,223.3724,0.05923919,0.7034166666666666,147.8159783333333
2019-05-21 12:00:00,0.7433333333333333,210.99,229.17756,0.079360126,0.694,146.42705999999998
2019-05-21 13:00:00,0.74125,205.2,224.74566,0.086967909,0.6976666666666667,143.16119999999998
2019-05-21 14:00:00,0.73,195.94,206.50506,0.051161265,0.6871666666666667,134.64343666666667
2019-05-21 15:00:00,0.7293333333333333,149.67,177.81605,0.158287455,0.6881666666666666,102.99790499999997
2019-05-21 16:00:00,0.7239999999999999,137.06,152.07124,0.098711893,0.7269166666666665,99.63119833333332
2019-05-21 17:00:00,0.72025,133.18,138.78671,0.040398032,0.7230833333333333,96.30023833333334
2019-05-21 18:00:00,0.7091666666666666,134.72,139.12479,0.031660713,0.719,96.86368
2019-05-21 19:00:00,0.6721666666666667,138.97,143.2447,0.029841942,0.7001666666666666,97.30216166666666
2019-05-21 20:00:00,0.6508333333333334,144.05,145.73142,0.0115378,0.7003333333333334,100.88301666666668
2019-05-21 21:00:00,0.67,146.03,148.98144,0.01981079,0.73875,107.87966250000001
2019-05-21 22:00:00,0.6985,154.96,153.39764,0.010185033,0.74525,115.48394
2019-05-21 23:00:00,0.6875,162.34,159.87672,0.015407371,0.7433333333333333,120.67273333333333
2019-05-22 00:00:00,0.6999999999999998,163.83,170.92305,0.041498499,0.74125,121.43898750000001
2019-05-22 01:00:00,0.6880000000000001,170.61,200.74568,0.150118697,0.73,124.54530000000001
2019-05-22 02:00:00,0.6874166666666667,204.1,232.92066,0.123735954,0.7293333333333333,148.85693333333333
2019-05-22 03:00:00,0.6915,247.81,251.385,0.014221214,0.7239999999999999,179.41443999999996
2019-05-22 04:00:00,0.7025833333333332,249.13,254.62123,0.021566269,0.72025,179.4358825
2019-05-22 05:00:00,0.7175833333333332,242.67,250.87832,0.032718331,0.7091666666666666,172.09347499999998
2019-05-22 06:00:00,0.7086666666666667,226.29,243.01134,0.068808888,0.6721666666666667,152.104595
2019-05-22 07:00:00,0.7205833333333334,212.97,234.24673,0.090830425,0.6508333333333334,138.607975
2019-05-22 08:00:00,0.7018333333333332,206.36,228.12329,0.095401438,0.67,138.26120000000003
2019-05-22 09:00:00,0.6927500000000001,202.93,222.17687,0.086628595,0.6985,141.74660500000002
2019-05-22 10:00:00,0.6734166666666667,195.12,216.77863,0.099911278,0.6875,134.145
2019-05-22 11:00:00,0.7331666666666666,189.47,218.49463,0.1328391,0.6999999999999998,132.62899999999996
2019-05-22 12:00:00,0.73175,186.31,222.8406,0.163931528,0.6880000000000001,128.18128000000002
2019-05-22 13:00:00,0.7261666666666667,188.05,217.02944,0.133527691,0.6874166666666667,129.26870416666668
2019-05-22 14:00:00,0.7209166666666667,169.22,199.17128,0.150379513,0.6915,117.01563
2019-05-22 15:00:00,0.7195833333333334,131.93,172.17545,0.233746739,0.7025833333333332,92.69181916666666
2019-05-22 16:00:00,0.7223333333333333,127.83,147.1186,0.131109187,0.7175833333333332,91.72867749999999
2019-05-22 17:00:00,0.7258333333333332,122.3,133.22473,0.082002268,0.7086666666666667,86.66993333333333
2019-05-22 18:00:00,0.7203333333333334,117.8,132.86247,0.113368884,0.7205833333333334,84.88471666666666
2019-05-22 19:00:00,0.7156666666666666,122.95,136.7493,0.100909474,0.7018333333333332,86.29040833333332
2019-05-22 20:00:00,0.662,124.48,139.0593,0.104842323,0.6927500000000001,86.23352000000001
2019-05-22 21:00:00,0.6956666666666668,127.97,141.9123,0.098245888,0.6734166666666667,86.17713083333334
2019-05-22 22:00:00,0.7048333333333333,138.65,145.30566,0.045804547,0.7331666666666666,101.65355833333334
