datetime,carbon_intensity_actual,avg_carbon_intensity_forecast,error
2019-05-09 02:00:00,272.38,247.98072,0.098391843
2019-05-09 03:00:00,265.84,240.32742,0.106157591
2019-05-09 04:00:00,258.82,234.56805,0.103389827
2019-05-09 05:00:00,247.69,232.43526,0.06563006
2019-05-09 06:00:00,241.87,231.87203,0.043118482
2019-05-09 07:00:00,236.83,233.40194,0.014687367
2019-05-09 08:00:00,239.48,236.25188,0.013663891
2019-05-09 09:00:00,237.76,240.17172,0.010041649
2019-05-09 10:00:00,238.44,244.66059,0.025425386
2019-05-09 11:00:00,242.88,249.46455,0.026394732
2019-05-09 12:00:00,246.14,252.19447,0.024007148
2019-05-09 13:00:00,241.64,254.34134,0.049938166
2019-05-09 14:00:00,238.25,255.37356,0.067052987
2019-05-09 15:00:00,239.04,255.31399,0.063741082
2019-05-09 16:00:00,242.36,254.22676,0.046677856
2019-05-09 17:00:00,244.92,253.60759,0.034256033
2019-05-09 18:00:00,245.52,253.29196,0.030683801
2019-05-09 19:00:00,241.88,254.07878,0.048011802
2019-05-09 20:00:00,253.11,254.64076,0.006011449
2019-05-09 21:00:00,257.81,254.82054,0.011731629
2019-05-09 22:00:00,252.42,255.04665,0.010298704
2019-05-09 23:00:00,249.58,254.70283,0.020112969
2019-05-10 00:00:00,255.01,247.09687,0.032024404
2019-05-10 01:00:00,263.08,244.49749,0.076002866
2019-05-10 02:00:00,261.07,241.21287,0.082322017
2019-05-10 03:00:00,249.27,236.36126,0.054614449
2019-05-10 04:00:00,236.45,233.02434,0.014700868
2019-05-10 05:00:00,231.5,232.8643,0.005858777
2019-05-10 06:00:00,227.43,233.90252,0.027671869
2019-05-10 07:00:00,233.16,236.06787,0.012317941
2019-05-10 08:00:00,236.0,238.64455,0.011081544
2019-05-10 09:00:00,237.02,241.66712,0.019229426
2019-05-10 10:00:00,232.15,244.33346,0.049864067
2019-05-10 11:00:00,233.26,247.17036,0.056278431
2019-05-10 12:00:00,232.46,248.45412,0.064374541
2019-05-10 13:00:00,230.14,249.60931,0.077999134
2019-05-10 14:00:00,224.33,250.04214,0.102831227
2019-05-10 15:00:00,223.63,249.6445,0.104206181
2019-05-10 16:00:00,228.12,248.63939,0.082526707
2019-05-10 17:00:00,234.66,247.85309,0.053229476
2019-05-10 18:00:00,237.3,247.10346,0.039673504
2019-05-10 19:00:00,242.33,247.57863,0.021199851
2019-05-10 20:00:00,248.75,247.9596,0.003187616
2019-05-10 21:00:00,257.47,247.87101,0.038725747
2019-05-10 22:00:00,254.19,247.48841,0.027078399
2019-05-10 23:00:00,252.62,247.10602,0.022314228
2019-05-11 00:00:00,258.17,249.47712,0.034844398
2019-05-11 01:00:00,261.66,245.48455,0.065891927
2019-05-11 02:00:00,263.44,240.49892,0.095389534
2019-05-11 03:00:00,253.85,233.94879,0.085066522
2019-05-11 04:00:00,242.98,229.46376,0.058903593
2019-05-11 05:00:00,234.43,228.80629,0.024578476
2019-05-11 06:00:00,236.27,229.95608,0.027457069
2019-05-11 07:00:00,233.77,232.85707,0.00392056
2019-05-11 08:00:00,226.57,236.26809,0.041046973
2019-05-11 09:00:00,226.22,239.96621,0.05728394
2019-05-11 10:00:00,233.97,243.25779,0.038180853
2019-05-11 11:00:00,240.23,246.41877,0.025114848
2019-05-11 12:00:00,250.89,247.71084,0.012834158
2019-05-11 13:00:00,254.91,248.87939,0.024231054
2019-05-11 14:00:00,255.38,249.36795,0.024109153
2019-05-11 15:00:00,254.73,249.02426,0.022912386
2019-05-11 16:00:00,253.95,248.01511,0.02392955
2019-05-11 17:00:00,258.36,247.47183,0.043997614
2019-05-11 18:00:00,267.24,247.04032,0.081766733
2019-05-11 19:00:00,269.95,247.78795,0.089439579
2019-05-11 20:00:00,266.12,248.61885,0.070393496
2019-05-11 21:00:00,261.38,249.0925,0.049329065
2019-05-11 22:00:00,260.61,249.26198,0.045526478
2019-05-11 23:00:00,264.8,248.77415,0.064419273
2019-05-12 00:00:00,272.88,264.22529,0.03275504
2019-05-12 01:00:00,275.82,259.05814,0.064703082
2019-05-12 02:00:00,277.84,252.26572,0.10137834
2019-05-12 03:00:00,270.21,243.30062,0.110601362
2019-05-12 04:00:00,255.79,236.83656,0.080027509
2019-05-12 05:00:00,249.16,234.3652,0.06312712
2019-05-12 06:00:00,243.07,233.95971,0.038939568
2019-05-12 07:00:00,237.85,235.96666,0.007981382
2019-05-12 08:00:00,235.91,239.1122,0.013392039
2019-05-12 09:00:00,240.09,242.9299,0.011690204
2019-05-12 10:00:00,244.31,247.53286,0.013019928
2019-05-12 11:00:00,249.67,252.10512,0.009659145
2019-05-12 12:00:00,255.07,254.14532,0.003638391
2019-05-12 13:00:00,257.74,256.20516,0.005990668
2019-05-12 14:00:00,258.61,257.44496,0.004525394
2019-05-12 15:00:00,260.07,257.8625,0.008560764
2019-05-12 16:00:00,262.93,257.15729,0.022448168
2019-05-12 17:00:00,268.0,257.32625,0.041479445
2019-05-12 18:00:00,272.92,257.51361,0.059827479
2019-05-12 19:00:00,269.06,258.35994,0.041415322
2019-05-12 20:00:00,262.71,258.83727,0.014962026
2019-05-12 21:00:00,262.39,258.60944,0.014618801
2019-05-12 22:00:00,264.99,258.78554,0.023975296
2019-05-12 23:00:00,266.83,258.00165,0.034218192
2019-05-13 00:00:00,271.49,265.35534,0.02311866
2019-05-13 01:00:00,277.26,260.69196,0.063554089
2019-05-13 02:00:00,282.4,254.65203,0.10896426
2019-05-13 03:00:00,278.91,246.31869,0.132313589
2019-05-13 04:00:00,269.56,240.1603,0.122416986
2019-05-13 05:00:00,259.69,237.69585,0.092530644
2019-05-13 06:00:00,253.18,236.77579,0.069281619
2019-05-13 07:00:00,253.14,238.09766,0.063177185
2019-05-13 08:00:00,250.29,240.99757,0.03855819
2019-05-13 09:00:00,250.3,245.14154,0.021042782
2019-05-13 10:00:00,256.48,250.28478,0.024752684
2019-05-13 11:00:00,260.23,255.85299,0.017107519
2019-05-13 12:00:00,262.04,259.0067,0.01171128
2019-05-13 13:00:00,264.01,261.5545,0.009388101
2019-05-13 14:00:00,268.48,263.05516,0.020622443
2019-05-13 15:00:00,273.76,263.15188,0.040311777
2019-05-13 16:00:00,278.36,261.81906,0.063176989
2019-05-13 17:00:00,281.07,260.99695,0.076909136
2019-05-13 18:00:00,286.21,260.45684,0.098876881
2019-05-13 19:00:00,283.72,261.07643,0.086731575
2019-05-13 20:00:00,273.03,261.44808,0.04429912
2019-05-13 21:00:00,272.4,261.42375,0.04198643
2019-05-13 22:00:00,272.44,261.7811,0.040716843
2019-05-13 23:00:00,277.56,261.332,0.062097256
2019-05-14 00:00:00,282.75,272.04642,0.039344682
2019-05-14 01:00:00,286.4,271.12764,0.056329041
2019-05-14 02:00:00,294.27,270.05677,0.089659778
2019-05-14 03:00:00,289.7,266.11513,0.088626566
2019-05-14 04:00:00,282.31,263.36043,0.071952989
2019-05-14 05:00:00,275.83,262.8948,0.049202951
2019-05-14 06:00:00,272.87,262.28902,0.040340919
2019-05-14 07:00:00,269.68,262.31203,0.028088571
2019-05-14 08:00:00,265.89,263.8621,0.007685454
2019-05-14 09:00:00,266.19,266.55615,0.001373632
2019-05-14 10:00:00,270.0,269.99812,6.96e-06
2019-05-14 11:00:00,274.67,273.41668,0.004583919
2019-05-14 12:00:00,271.69,274.14223,0.008945101
2019-05-14 13:00:00,272.93,274.48411,0.005661931
2019-05-14 14:00:00,274.84,274.13164,0.002584014
2019-05-14 15:00:00,276.72,272.45862,0.015640467
2019-05-14 16:00:00,277.02,269.44337,0.028119564
2019-05-14 17:00:00,279.61,267.43274,0.045533916
2019-05-14 18:00:00,283.25,266.60079,0.062449965
2019-05-14 19:00:00,278.3,268.04795,0.038247075
2019-05-14 20:00:00,274.51,269.04988,0.020294081
2019-05-14 21:00:00,270.82,268.83512,0.007383262
2019-05-14 22:00:00,270.8,268.6462,0.008017236
2019-05-14 23:00:00,273.04,268.89248,0.015424455
2019-05-15 00:00:00,276.12,266.49233,0.036127381
2019-05-15 01:00:00,283.14,263.9229,0.07281331
2019-05-15 02:00:00,283.83,260.68914,0.088768025
2019-05-15 03:00:00,274.24,254.97557,0.075554023
2019-05-15 04:00:00,267.34,250.9533,0.065297806
2019-05-15 05:00:00,258.85,249.95491,0.035586778
2019-05-15 06:00:00,254.48,249.56838,0.019680458
2019-05-15 07:00:00,252.29,250.5294,0.007027519
2019-05-15 08:00:00,251.39,252.86603,0.005837202
2019-05-15 09:00:00,249.31,256.19834,0.026886747
2019-05-15 10:00:00,253.6,260.25842,0.025583879
2019-05-15 11:00:00,260.51,264.53519,0.015216085
2019-05-15 12:00:00,263.11,266.46361,0.012585621
2019-05-15 13:00:00,262.79,267.88255,0.019010383
2019-05-15 14:00:00,264.68,268.33713,0.013628863
2019-05-15 15:00:00,266.05,267.37274,0.004947176
2019-05-15 16:00:00,267.56,265.01004,0.009622126
2019-05-15 17:00:00,269.57,263.21731,0.024134773
2019-05-15 18:00:00,273.01,262.14878,0.041431511
2019-05-15 19:00:00,275.33,262.90049,0.047278383
2019-05-15 20:00:00,276.59,263.43933,0.04991916
2019-05-15 21:00:00,274.42,263.34456,0.04205684
2019-05-15 22:00:00,271.48,263.40514,0.030655666
2019-05-15 23:00:00,273.73,263.4636,0.038967053
2019-05-16 00:00:00,278.06,267.92957,0.037810048
2019-05-16 01:00:00,282.46,263.98907,0.069968541
2019-05-16 02:00:00,281.74,259.18153,0.087037336
2019-05-16 03:00:00,272.24,251.92292,0.080648001
2019-05-16 04:00:00,255.35,246.86025,0.034390916
2019-05-16 05:00:00,251.94,245.39281,0.026680448
2019-05-16 06:00:00,253.27,245.10148,0.033327094
2019-05-16 07:00:00,252.92,246.72667,0.025101988
2019-05-16 08:00:00,248.14,249.897,0.007030897
2019-05-16 09:00:00,244.95,254.08453,0.035950752
2019-05-16 10:00:00,245.47,259.09326,0.052580526
2019-05-16 11:00:00,244.31,264.3183,0.075697748
2019-05-16 12:00:00,251.6,266.97763,0.057598946
2019-05-16 13:00:00,258.75,268.94671,0.037913496
2019-05-16 14:00:00,258.77,269.85138,0.041064752
2019-05-16 15:00:00,261.72,269.06725,0.02730637
2019-05-16 16:00:00,264.15,266.68978,0.00952335
