hour,measured_power_util
2022-07-01 00:00:00,0.6627500000000001
2022-07-01 01:00:00,0.6286666666666667
2022-07-01 02:00:00,0.6345
2022-07-01 03:00:00,0.6338333333333334
2022-07-01 04:00:00,0.6415000000000001
2022-07-01 05:00:00,0.6424166666666667
2022-07-01 06:00:00,0.6385
2022-07-01 07:00:00,0.6395833333333333
2022-07-01 08:00:00,0.6429166666666667
2022-07-01 09:00:00,0.6448333333333334
2022-07-01 10:00:00,0.653
2022-07-01 11:00:00,0.6521666666666667
2022-07-01 12:00:00,0.6566666666666667
2022-07-01 13:00:00,0.66325
2022-07-01 14:00:00,0.6710833333333334
2022-07-01 15:00:00,0.67975
2022-07-01 16:00:00,0.685
2022-07-01 17:00:00,0.693
2022-07-01 18:00:00,0.7173333333333334
2022-07-01 19:00:00,0.7040000000000001
2022-07-01 20:00:00,0.6784166666666667
2022-07-01 21:00:00,0.637
2022-07-01 22:00:00,0.6625
2022-07-01 23:00:00,0.6609166666666667
2022-07-02 00:00:00,0.6766666666666667
2022-07-02 01:00:00,0.6976666666666667
2022-07-02 02:00:00,0.7105
2022-07-02 03:00:00,0.7047499999999999
2022-07-02 04:00:00,0.7079166666666666
2022-07-02 05:00:00,0.7131666666666666
2022-07-02 06:00:00,0.7156666666666666
2022-07-02 07:00:00,0.7121666666666666
2022-07-02 08:00:00,0.7093333333333334
2022-07-02 09:00:00,0.7125833333333333
2022-07-02 10:00:00,0.7058333333333332
2022-07-02 11:00:00,0.7031666666666666
2022-07-02 12:00:00,0.6929166666666666
2022-07-02 13:00:00,0.69175
2022-07-02 14:00:00,0.6960833333333333
2022-07-02 15:00:00,0.6923333333333334
2022-07-02 16:00:00,0.6919999999999998
2022-07-02 17:00:00,0.7105
2022-07-02 18:00:00,0.7182499999999999
2022-07-02 19:00:00,0.7122499999999999
2022-07-02 20:00:00,0.7080833333333333
2022-07-02 21:00:00,0.6932499999999999
2022-07-02 22:00:00,0.6903333333333334
2022-07-02 23:00:00,0.6863333333333334
2022-07-03 00:00:00,0.6894999999999999
2022-07-03 01:00:00,0.70675
2022-07-03 02:00:00,0.7049166666666666
